Movie,IMDB ID,Genre ID,Popularity,Release date,Adult,original language,vote_count,vote average,run time,run budget, revenue,Na•ve Bayes Polarity Scores
Amazing Grace,15163,[18],8.221862,9/16/06,FALSE,en,99,7,117,0,0,4.99963E-05
Return to Snowy River,13965,"[12, 18, 28, 37, 10751]",1.690736,3/24/88,FALSE,en,11,6.1,110,0,0,-8.92396E-06
Pecker,11855,[35],6.152306,9/16/98,FALSE,en,57,6,87,0,0,-8.81809E-05
Guyana Tragedy: The Story of Jim Jones,67866,"[18, 10770]",1.532711,4/15/80,FALSE,en,4,4.5,192,0,0,3.22427E-05
The Woman in Black,65086,"[18, 27, 53]",10.002971,2/1/12,FALSE,en,1323,6.1,95,17000000,127730736,-1.99021E-05
Future Shock,91605,"[27, 878]",1.455051,1/1/94,FALSE,en,2,2,98,0,0,-3.16984E-05
The Theory of Flight,76857,[18],1.281649,1/22/99,FALSE,en,7,6,101,0,0,3.40887E-05
The Grudge,1970,"[27, 9648, 53]",10.877104,10/22/04,FALSE,en,959,5.8,92,10000000,183474602,1.20233E-06
Artemisia,39177,"[18, 36]",1.558408,9/10/97,FALSE,fr,11,6.3,98,0,0,2.10533E-05
A Family Affair,155751,"[35, 10751]",1.413218,3/12/37,FALSE,en,0,0,69,0,0,3.68638E-05
Dressed to Kill,11033,"[27, 9648, 53]",7.032084,6/25/80,FALSE,en,172,6.8,105,6500000,31899000,-1.0823E-05
Spring Breakdown,18826,[35],4.336337,5/22/09,FALSE,en,19,5.2,84,12300000,0,-2.35105E-05
Au Pair Girls,59098,[35],1.251801,7/1/72,FALSE,en,2,4.5,85,0,0,8.14566E-06
Dirt Merchant,68124,"[35, 53, 9648]",1.071768,9/16/99,FALSE,en,2,3.5,85,0,0,-6.68228E-06
The Spirit,8285,"[28, 35, 53, 80, 878]",7.899919,12/25/08,FALSE,en,340,4.7,103,60000000,39031337,8.10038E-06
The Invisible Mouse,40232,[16],2.110493,9/27/47,FALSE,en,8,6.5,7,0,0,7.25078E-06
The Plainsman,238124,[37],1.847384,8/1/66,FALSE,en,0,0,92,0,0,-2.35901E-05
Lensman,107727,[],1.035356,,FALSE,en,1,10,107,0,0,-7.96108E-06
Dragon Hunters,10800,"[16, 10751]",7.357517,3/19/08,FALSE,fr,135,6.6,80,15000000,0,-2.08922E-05
Violent Playground,93181,[18],1.154337,1/14/58,FALSE,en,4,7.5,108,0,0,1.10362E-05
Hood of the Living Dead,75318,[],1.297895,1/1/05,FALSE,tr,3,3.3,0,0,0,-4.14363E-06
Gone in Sixty Seconds,9679,"[28, 80, 53]",6.830575,6/9/00,FALSE,en,1593,6.1,118,90000000,237202299,-1.87875E-05
Runaway Car,99036,"[35, 10770, 28, 12]",1.691147,1/27/97,FALSE,en,10,5.1,90,0,0,-6.59549E-05
Dog Days,149444,"[18, 35]",1.71118,11/30/70,FALSE,sv,4,5.6,100,0,0,-2.50397E-05
Puppet Master: The Legacy,26961,"[27, 14, 878]",2.267975,12/16/03,FALSE,en,11,2,72,0,0,-4.2502E-06
Treasure Island,83191,"[12, 10770]",4.564621,1/1/12,FALSE,en,40,5.9,180,0,0,7.55395E-06
The Strange Case of Sherlock Holmes & Arthur Conan Doyle,220099,"[9648, 18, 99, 80, 36, 10770]",1.851988,9/8/05,FALSE,en,2,6.8,90,0,0,2.27409E-05
Reign Over Me,2355,[18],7.407853,3/23/07,FALSE,en,368,7.1,124,20000000,22222308,1.46055E-05
Detour to Terror,50375,"[28, 18]",1.07544,2/22/80,FALSE,en,1,3.5,120,0,0,-3.15715E-05
Heart of the Stag,242425,[],1.395745,7/28/84,FALSE,en,1,6,91,0,0,2.40941E-05
Stanley & Iris,36094,"[18, 10749]",2.72903,2/9/90,FALSE,en,28,5.9,104,23000000,5820015,2.61554E-05
Som and Bank: Bangkok for Sale,101597,"[80, 18]",1.478061,1/12/01,FALSE,th,5,6.6,90,0,0,1.12203E-05
Batman: Mystery of the Batwoman,21683,"[12, 14, 16, 28, 878, 10751]",8.233486,10/21/03,FALSE,en,94,6.6,74,0,0,9.19217E-06
Hey Babu Riba,42024,"[18, 10749]",1.515559,10/23/85,FALSE,sr,5,6,112,0,0,2.21033E-05
Fan-Fan the Tulip,37559,"[12, 35]",4.029376,5/14/03,FALSE,fr,52,5.5,97,0,0,2.92133E-05
Cypher,10133,"[53, 878, 9648]",6.217363,10/1/02,FALSE,en,208,6.7,95,7500000,0,-1.209E-05
Young Mr. Lincoln,43838,"[36, 18]",3.077827,6/9/39,FALSE,en,39,7.2,100,0,0,-1.10665E-05
Elmer's Pet Rabbit,199321,[16],1.150941,1/4/41,FALSE,en,2,7,8,0,0,1.45918E-05
When in Rome,13477,"[35, 14, 10749]",10.602003,1/29/10,FALSE,en,408,5.7,91,0,36699403,-2.4023E-05
A Guy Thing,9582,"[35, 10749]",9.358907,1/17/03,FALSE,en,90,5.3,101,20000000,17432163,4.47839E-06
Savage Island,126930,"[18, 28]",1.883585,9/1/85,FALSE,en,5,2.6,79,0,0,6.87166E-06
Babylon 5: The River of Souls,10921,"[28, 18, 878, 12]",3.437755,11/8/98,FALSE,en,30,6.2,94,0,0,-1.42623E-05
The Ring Thing,10248,[35],1.836784,1/1/04,FALSE,de,7,5.1,80,0,0,6.14987E-06
Footlight Parade,28432,"[35, 10402, 10749]",2.642561,10/21/33,FALSE,en,15,5.8,104,0,0,1.04386E-06
The Mother and the Whore,48693,"[18, 10749]",2.577987,5/1/73,FALSE,fr,33,7.8,207,0,0,-3.62517E-05
Liliom,144792,[18],1.491223,10/5/30,FALSE,en,6,6.7,94,0,0,-4.86725E-06
The Ex-Mrs. Bradford,53858,"[35, 9648, 10749]",1.213007,5/13/36,FALSE,en,3,6.3,82,0,0,-3.85569E-06
The Sealed Room,20650,"[18, 27]",1.296302,9/2/09,FALSE,en,4,4.5,11,0,0,1.06419E-05
Fraulein Doktor,85617,"[28, 18, 10752]",1.001749,1/24/69,FALSE,de,0,0,104,0,0,2.19911E-05
Satan's School for Lust,46464,[27],1.347665,1/1/02,FALSE,en,1,1,65,0,0,-1.83778E-05
Futz,216304,"[35, 18]",1.73228,11/16/69,FALSE,en,0,0,92,0,0,9.94675E-06
The Invisible Maniac,28340,"[878, 35, 27]",2.181642,7/13/90,FALSE,en,7,4,86,0,0,-1.8387E-05
Sakura Killers,45716,[28],1.113098,1/1/87,FALSE,en,2,7.5,86,0,0,-5.49962E-06
Birthday Girl,2084,"[35, 80, 53]",8.435137,9/6/01,FALSE,en,110,6.1,93,13000000,0,-4.40911E-05
Gun Glory,145691,[37],2.027107,7/19/57,FALSE,en,4,3.8,89,0,0,-7.1414E-06
Comet Over Broadway,95968,[],1.003203,12/3/38,FALSE,en,0,0,0,0,0,1.27604E-05
Saps at Sea,46260,[35],2.846047,5/3/40,FALSE,en,18,6.8,57,0,0,-4.91687E-06
The Sentinel,5820,"[28, 53, 80]",7.754653,4/19/06,FALSE,en,237,5.8,108,60000000,77920346,9.48372E-06
Silverlake Life: The View from Here,133436,[],1.100676,1/1/93,FALSE,en,2,7,99,0,0,2.41478E-05
Bug,12526,"[27, 53]",6.618154,5/19/06,FALSE,en,174,6,102,4000000,8059140,-4.66295E-05
Red Eye,11460,"[27, 53]",6.991706,8/4/05,FALSE,en,512,6.2,85,26000000,57891803,-1.11876E-05
Back of Beyond,218517,[53],1.822979,11/2/95,FALSE,en,0,0,85,0,0,-2.67527E-05
Guys and Dolls,4825,"[35, 10402, 10749]",3.967306,11/3/55,FALSE,en,56,6.8,150,5500000,0,1.83454E-05
Iphigenia,46278,"[28, 18, 10769]",1.62051,9/10/77,FALSE,el,8,6.6,127,0,0,2.54276E-05
The Flock,14148,"[80, 18, 9648, 53]",5.70811,8/4/07,FALSE,en,67,5.8,105,0,0,-1.80274E-05
To Die For,577,"[14, 18, 35, 53]",7.066698,5/20/95,FALSE,en,193,6.7,106,20000000,21284514,-3.62131E-05
Ecstasy,91902,"[10749, 35, 80]",2.096768,9/10/11,FALSE,en,13,4.8,99,0,0,4.19386E-06
Miracle in Milan,43379,"[18, 14, 35]",3.00997,2/8/51,FALSE,it,27,7,100,0,0,1.79492E-05
SpaceCamp,13766,"[10751, 12]",5.559044,6/6/86,FALSE,en,64,5.8,107,18000000,9697739,6.05794E-06
The Young Victoria,18320,[18],9.254815,3/4/09,FALSE,en,354,7.1,105,35000000,27409889,1.75616E-05
The Tattooed Stranger,59165,"[80, 18]",1.365491,2/9/50,FALSE,en,4,3.6,64,0,0,-9.42004E-06
The Gingerbread Man,12488,[53],4.60887,1/23/98,FALSE,en,40,5.5,114,0,0,1.32155E-05
Fog City Mavericks,82866,[99],1.014209,10/24/07,FALSE,en,0,0,0,0,0,1.49637E-05
Love in the Time of Money,52735,"[18, 10749]",1.225207,11/1/02,FALSE,en,1,5.3,90,0,0,-3.06782E-05
Gentleman Jim,43522,"[35, 18]",2.007349,11/14/42,FALSE,en,12,7.1,104,0,0,2.16612E-05
Chasers,24405,"[35, 10749]",5.534132,4/22/94,FALSE,en,27,4.8,102,0,1596687,-6.25874E-05
The Waterdance,61418,[18],2.350892,5/13/92,FALSE,en,6,6.8,106,0,0,-5.25808E-06
Johnny Dangerously,16806,"[28, 35, 53, 80]",4.715715,12/21/84,FALSE,en,68,6.4,90,0,0,1.79353E-05
Eye in the Labyrinth,74325,"[27, 53]",1.57605,3/24/72,FALSE,fr,8,5.9,93,0,0,9.74864E-06
Losing Control,92277,"[35, 10749]",1.311233,3/23/12,FALSE,en,4,6.7,91,2000000,0,9.92304E-06
Paperhouse,41965,"[18, 14, 27]",4.030393,1/1/88,FALSE,en,39,6.7,92,0,241,9.99701E-06
The Notorious Bettie Page,15402,"[35, 18]",4.738698,9/14/05,FALSE,en,47,6.5,91,0,1410778,1.52568E-07
St. Ives,37626,"[80, 28, 53, 9648]",6.444003,8/1/76,FALSE,en,11,5.7,94,0,0,2.5518E-05
Pickup on South Street,25955,"[18, 53]",4.518022,5/29/53,FALSE,en,61,7.2,80,0,0,1.91538E-05
Homeward Bound: The Incredible Journey,6878,"[12, 35, 18, 10751]",7.128089,2/3/93,FALSE,en,228,6.6,84,0,0,2.10214E-05
Heart of Steel,412408,[],1.286787,12/4/83,FALSE,en,0,0,100,0,0,1.34314E-05
Love's Abiding Joy,22488,"[10770, 28, 18, 10751]",1.985087,10/6/06,FALSE,en,12,5.8,87,0,0,7.49832E-06
The Rookie,14635,"[18, 10751]",8.7278,3/25/02,FALSE,en,120,6.5,127,20000000,75597042,-1.83096E-05
Pride of the Marines,52337,"[18, 10752]",1.07782,8/24/45,FALSE,en,2,0,119,0,0,1.75304E-05
Dr. Petiot,39175,"[80, 18]",1.152179,2/19/90,FALSE,en,4,7.5,102,0,0,3.15966E-05
Gang of Roses,66667,"[37, 28, 18]",1.801056,10/10/03,FALSE,en,2,1.5,94,0,0,8.81177E-06
The Adventures of Barry McKenzie,24084,[35],1.80755,1/1/72,FALSE,en,5,6.2,114,0,0,-5.69886E-06
Zorro's Fighting Legion,22639,"[37, 28]",1.944864,12/16/39,FALSE,en,3,5.3,212,0,0,2.02419E-05
Casomai,62545,"[35, 10749]",2.202317,1/1/02,FALSE,it,10,5.9,114,0,0,1.77713E-05
Welcome to Collinwood,9260,[35],5.226617,5/24/02,FALSE,en,51,6.3,86,1200000,0,1.96254E-05
The Last of the Finest,123770,"[28, 80, 18]",2.082822,3/9/90,FALSE,en,5,5.4,106,12000000,1531489,2.42664E-05
Beautiful Dreamers,290738,[],1.037479,6/5/90,FALSE,en,1,10,0,0,0,-5.55361E-05
This Darkness: The Vampire Virus,213766,[],1.012662,4/8/03,FALSE,en,0,0,107,0,0,-2.20179E-05
Prince of the Sun,53006,[28],1.113636,9/24/90,FALSE,cn,3,5.7,93,0,0,5.44677E-05
Forgotten Babies,148313,[],1.041931,3/11/33,FALSE,en,1,8,20,0,0,2.28612E-05
The Night Listener,9782,"[18, 53]",5.277601,2/12/06,FALSE,en,60,5.5,91,0,0,-2.29179E-05
Waiting for the Light,123784,[],1.06825,11/2/90,FALSE,en,0,0,94,0,0,1.51587E-05
Sparkle,88036,"[18, 10402]",4.072332,8/17/12,FALSE,en,38,5.8,116,14000000,24637469,1.60543E-05
Monster Man,1693,[27],7.128809,4/24/04,FALSE,en,18,5.6,95,0,0,-1.20781E-05
The Killer That Stalked New York,32205,[53],2.04652,12/1/50,FALSE,en,6,5.6,79,0,0,7.59182E-06
Jaded,78086,[18],1.350533,7/9/98,FALSE,en,6,5.8,95,0,0,-1.73307E-05
Spiral,18467,"[18, 53]",3.540364,1/1/07,FALSE,en,23,6.6,90,1500000,0,-1.35612E-05
The Wounded Man,2304,"[10749, 80, 18]",2.520638,5/25/83,FALSE,fr,4,6.8,109,0,0,5.21253E-06
Punishment Park,26513,"[18, 53]",2.879483,5/9/71,FALSE,en,42,7.7,88,0,0,3.05562E-06
TNT Jackson,85673,"[28, 53]",1.618385,6/8/74,FALSE,en,9,5.9,72,0,0,-6.91694E-06
The Star Witness,91961,"[80, 18]",1.248818,8/22/31,FALSE,en,4,5.5,68,0,0,2.04753E-07
Death Cruise,84426,"[10770, 9648]",1.069884,10/30/74,FALSE,en,1,6,75,0,0,7.24257E-06
Four Friends,70971,"[18, 10749]",1.715362,12/11/81,FALSE,en,4,7,115,0,0,-1.86649E-06
The Machine,174675,"[878, 53]",8.50971,4/25/13,FALSE,en,350,5.9,92,0,0,1.07124E-05
Darr,35053,"[18, 10749, 53]",2.173701,12/23/93,FALSE,hi,21,7.5,179,0,0,7.99376E-06
The Beguiled,399019,"[18, 37]",23.641745,6/23/17,FALSE,en,439,5.8,93,10500000,25442939,1.02961E-05
The Consequences of Love,24653,"[80, 18]",6.30447,9/24/04,FALSE,it,134,7.6,100,0,0,-6.26143E-06
Grand Champion,82150,"[35, 10751]",2.07509,8/27/04,FALSE,en,5,4.9,93,0,0,1.11315E-05
The New Twenty,24754,[18],1.427767,1/1/09,FALSE,en,8,6.4,92,0,0,-7.26578E-06
Great Guy,46351,"[80, 18, 9648]",1.226794,12/1/36,FALSE,en,5,6.6,75,0,0,-1.3034E-06
A Fare to Remember,108228,"[18, 10749]",1.103305,3/11/99,FALSE,en,2,4.5,100,0,0,-7.52257E-06
Night Crossing,58995,"[12, 18, 28, 10751, 10769]",1.889231,2/5/82,FALSE,en,8,5.7,107,0,0,1.04847E-05
Alexander Nevsky,10235,"[18, 36, 10752]",3.798971,11/24/38,FALSE,ru,30,6.7,112,0,0,8.37789E-06
Brideless Groom,72012,[35],1.440903,9/11/47,FALSE,en,4,5.8,17,0,0,-3.09518E-06
A Slight Case of Murder,34006,"[35, 80]",2.123101,3/5/38,FALSE,en,8,5.3,85,0,0,-2.48131E-09
Milo,58093,[27],1.732117,10/6/98,FALSE,it,7,4.1,91,0,0,-3.46072E-05
Screamers,9102,"[27, 878]",6.484106,9/8/95,FALSE,en,158,6.1,108,20000000,5781885,-1.01478E-05
Campfire Tales,16315,[27],2.684546,5/16/97,FALSE,en,19,6.1,88,0,0,-3.4452E-05
Two Girls on Broadway,86902,[10749],1.002474,4/19/40,FALSE,en,0,0,73,0,0,1.5964E-05
Stinger,133718,[],1.003779,1/1/05,FALSE,en,0,0,97,0,0,-2.06255E-05
Colonel Chabert,41580,[18],1.651964,1/1/94,FALSE,fr,9,5.9,110,0,0,1.64165E-05
Scam,134746,"[10770, 80, 18]",2.283112,5/22/93,FALSE,en,1,6.5,98,0,0,7.866E-06
The Killing Mind,266978,[],1.433352,4/23/91,FALSE,en,3,5,96,0,0,-1.45033E-06
Take It to the Limit,53984,[99],1.2875,3/1/80,FALSE,en,0,0,95,0,0,-1.29231E-05
The Patriot,2024,"[18, 36, 10752, 28]",9.704977,6/28/00,FALSE,en,1218,6.8,165,110000000,215294342,-3.1401E-05
Young Warriors,30642,"[28, 18]",1.303402,8/28/83,FALSE,en,2,4,105,0,0,-6.08228E-06
In the Mood for Love,843,"[18, 10749]",7.135663,5/22/00,FALSE,cn,420,7.9,98,0,12854953,1.19732E-05
Rabbit Seasoning,52954,"[16, 10751, 35]",2.543646,9/20/52,FALSE,en,33,7.1,7,0,0,3.38248E-06
The Kite Runner,7979,[18],5.26356,10/14/07,FALSE,en,435,7.3,128,20000000,73276047,-3.32365E-06
Brighton Beach Memoirs,32060,"[35, 18, 10749]",2.54872,1/1/86,FALSE,en,20,6.2,108,0,0,-3.82345E-06
Haggard,22511,"[28, 12, 35, 18]",2.430219,6/24/03,FALSE,en,12,4.9,96,550000,0,-9.16527E-06
51 Birch Street,79161,[99],1.447317,10/18/06,FALSE,en,6,6.8,90,0,0,-1.99717E-06
Bloody Birthday,55538,"[878, 27]",3.043808,4/28/81,FALSE,en,40,6.1,85,0,0,-1.86206E-05
Nights in Rodanthe,14326,"[18, 10749]",6.280024,9/26/08,FALSE,en,168,5.9,97,0,84375061,-6.31015E-06
Terminal Choice,108873,"[27, 53]",1.394565,5/10/85,FALSE,en,0,0,97,0,0,6.33746E-06
The Last Dinosaur,71692,"[12, 878]",1.18697,7/7/77,FALSE,en,4,6.1,106,0,0,-6.24936E-06
The Stepford Children,112703,"[27, 878, 53, 10770, 9648]",1.7781,1/1/87,FALSE,en,5,4.6,96,0,0,2.14481E-06
Flareup,126405,[53],1.153251,11/10/69,FALSE,en,2,6,100,0,0,-1.51116E-06
Murder Over New York,38459,"[80, 18, 9648, 35, 53]",1.618007,12/13/40,FALSE,en,7,6.3,65,0,0,8.00553E-06
The Face Behind the Mask,34943,"[80, 18]",1.72971,1/16/41,FALSE,en,10,6,69,0,0,6.15831E-06
Dad's Army,332721,[35],7.174024,2/5/16,FALSE,en,86,4.7,100,0,0,8.39072E-06
Little Vera,41961,"[18, 10749]",1.713195,10/1/88,FALSE,ru,12,6.4,128,0,0,1.23088E-05
I Always Wanted to Be a Gangster,8281,"[18, 35, 80]",2.181384,1/18/08,FALSE,fr,24,7.5,108,0,0,4.2628E-06
The Last Stop,332475,[18],1.25,1/1/71,FALSE,sl,0,0,88,0,0,-8.43189E-06
Chop Shop,15555,[18],2.366176,5/21/07,FALSE,en,25,7.2,84,0,0,5.29553E-06
Mondovino,48121,[99],1.731237,1/1/04,FALSE,en,5,6.4,135,0,0,-1.00221E-05
Bedrooms and Hallways,40694,"[35, 18, 10749]",2.525311,8/1/98,FALSE,en,11,5.9,96,0,0,-1.17136E-05
Don't Change Your Husband,283401,[18],1.001648,1/1/29,FALSE,zh,0,0,60,0,0,2.93614E-06
I Know Why the Caged Bird Sings,235519,"[18, 10770]",1.610682,4/28/79,FALSE,en,1,1,96,0,0,-1.68411E-05
Father Hood,65137,"[28, 35, 10751]",3.273934,8/27/93,FALSE,en,21,5.5,95,0,3418141,-1.71779E-05
In & Out,10806,"[35, 10749]",7.325715,9/10/97,FALSE,en,194,6.2,90,35000000,0,-9.90773E-06
The Black Castle,30345,"[9648, 53]",2.119954,12/15/52,FALSE,en,7,6.7,82,0,0,7.47934E-06
"Those Lips, Those Eyes",99796,"[35, 10749]",1.000248,8/15/80,FALSE,en,0,0,105,0,0,3.87769E-06
The Emperor and the Assassin,10387,"[18, 36]",2.938476,10/8/98,FALSE,zh,20,7.4,162,0,0,-4.37341E-06
Ali G Indahouse,9298,[35],6.268409,3/21/02,FALSE,en,352,6,85,0,0,-3.73075E-05
Fat Man and Little Boy,27461,"[10752, 18, 36]",5.658683,10/20/89,FALSE,en,29,6.7,127,0,0,-3.52665E-06
Final Approach,17081,[53],2.852353,5/24/08,FALSE,en,3,3,170,0,0,-2.28388E-05
Goin' Down to South Park,352637,"[10770, 99]",1.06256,5/3/99,FALSE,en,1,7,51,0,0,-7.32923E-06
The Frozen Limits,209343,[35],1.10765,11/1/39,FALSE,en,2,8,84,0,0,2.24256E-06
My Teacher's Wife,39001,"[35, 10749]",3.193948,11/10/99,FALSE,en,9,5.6,89,0,0,8.70447E-07
Full Ride,249808,"[10749, 35]",1.057182,8/28/02,FALSE,en,1,6,98,0,0,-1.17895E-05
Illusive Tracks,12608,"[35, 53]",1.627074,12/24/03,FALSE,sv,10,5.5,100,0,0,-1.88766E-06
The Forgotten,10145,"[80, 18, 27, 9648, 878, 53]",6.997902,9/24/04,FALSE,en,378,5.5,91,42000000,117575636,-8.29355E-06
The Belles of St. Trinian's,11402,[35],3.476207,9/28/54,FALSE,en,18,6.4,91,0,0,1.01295E-05
Shadow Magic,68894,"[18, 10769, 36]",1.084441,9/8/00,FALSE,en,1,6,116,0,0,-1.14903E-05
Not Quite Human,20473,"[35, 10751, 878]",2.573074,6/19/87,FALSE,en,12,5.3,97,0,0,1.09053E-06
Hoods,143963,"[18, 35]",1.625547,8/5/98,FALSE,en,1,10,90,0,0,-1.16452E-05
The Long Kiss Goodnight,11412,"[80, 28, 9648, 53]",8.831809,10/11/96,FALSE,en,348,6.5,120,65000000,89456761,7.91043E-06
The Merchant of Four Seasons,10309,[18],2.975155,11/4/71,FALSE,de,21,7.2,88,0,0,-4.57468E-06
Cannon for Cordoba,96265,[28],1.704162,10/1/70,FALSE,en,4,6.8,104,0,0,-2.3261E-06
Thirst,61689,"[27, 10749, 878, 53]",4.806869,9/28/79,FALSE,en,14,4.9,95,0,0,-3.76804E-06
15 Park Avenue,23130,"[18, 10769, 10749]",1.10605,1/6/06,FALSE,hi,2,3.8,116,0,0,-3.54112E-06
The Brainsucker,216142,[27],1.5,8/21/88,FALSE,en,0,0,0,0,0,-2.29441E-05
"Beep, Beep",414831,"[35, 16, 10751]",1.691462,5/23/52,FALSE,en,11,7.5,7,0,0,-2.00518E-06
Submerged,291290,"[53, 18]",7.026737,11/27/15,FALSE,en,21,4.3,99,0,0,-2.76849E-05
Stalingrad,11101,"[18, 36, 10752]",7.738575,1/21/93,FALSE,de,122,7.3,134,0,0,-1.05557E-05
Erotic Nightmare,129123,[27],1.871397,5/1/99,FALSE,cn,0,0,88,0,0,-4.28987E-06
Pitch Black,2787,"[53, 878, 28]",6.540455,2/18/00,FALSE,en,1903,6.7,108,23000000,53187659,-1.5896E-06
Checking Out,54501,"[35, 10769]",1.562436,4/21/89,FALSE,en,3,4.5,96,0,0,-1.28538E-05
Purple Storm,66740,[28],1.20218,11/25/99,FALSE,cn,1,6,112,0,0,1.46242E-05
Evil Ed,25234,[27],2.610979,11/1/95,FALSE,en,13,5.6,93,0,0,-1.61768E-05
Accidents Will Happen,238998,"[80, 18]",1.065073,4/9/38,FALSE,en,0,0,62,0,0,-3.34912E-06
Latter Days,15708,"[18, 35, 10749]",5.572361,7/10/03,FALSE,en,60,6.8,107,850000,819939,1.00157E-05
Fruits of Passion,64252,[18],3.753498,6/3/81,FALSE,en,9,5.6,83,0,0,-1.20593E-05
The Great Dictator,914,[35],8.634475,10/15/40,FALSE,en,817,8.2,125,2000000,11000000,-8.87952E-06
Malibu Spring Break,200806,[35],1.489938,1/1/03,FALSE,en,2,1.5,81,0,0,-2.36332E-05
Odor-Able Kitty,100352,"[16, 35, 10751, 10749]",1.267198,1/6/45,FALSE,en,5,6.6,7,0,0,-1.28361E-06
Never Been Kissed,11355,"[10749, 35, 18]",6.833089,4/9/99,FALSE,en,416,5.8,107,25000000,84565230,-1.00749E-05
House Party 4: Down to the Last Minute,42354,[35],1.560362,1/1/01,FALSE,en,5,3.8,96,0,0,-1.4693E-05
Crash Course,151370,[],1.61867,1/18/88,FALSE,en,1,5,95,0,0,-1.04546E-05
Married to the Mob,2321,"[35, 80, 10749]",7.053869,8/19/88,FALSE,en,70,5.8,104,10000000,21486757,-6.21491E-06
The War at Home,59232,[18],2.37976,11/20/96,FALSE,en,7,6.9,119,0,0,9.48263E-06
The Falcon and the Snowman,26578,"[53, 18, 80]",3.669939,1/25/85,FALSE,en,45,6.5,132,0,0,1.15399E-06
Subspecies,24789,"[14, 27]",2.936558,8/8/91,FALSE,en,23,5.7,83,0,0,-1.24245E-05
Lifeforce,11954,"[14, 27, 878, 53]",7.660546,6/20/85,FALSE,en,142,6.2,116,25000000,0,-2.79519E-05
The Price of Power,90540,[37],1.359576,12/18/69,FALSE,it,9,5.4,108,0,0,-1.36977E-06
Arachnia,128866,"[27, 878]",2.047571,8/5/03,FALSE,en,6,3.2,0,0,0,-2.34669E-05
These Girls,19676,"[35, 18, 10749]",2.834553,9/10/05,FALSE,en,13,4.4,92,0,0,-6.76557E-06
Empire of Passion,49096,"[18, 27, 10749]",2.746345,1/1/78,FALSE,ja,20,6.8,105,0,0,2.12076E-05
Enter the Devil,145451,[27],1.573755,11/6/74,FALSE,en,2,7,92,0,0,-1.85826E-05
Shoppen,1736,"[35, 18]",2.28795,5/2/07,FALSE,de,10,5.6,91,0,0,-5.77608E-06
Quitting,87481,"[18, 10769]",1.591009,9/7/01,FALSE,zh,5,7.2,114,0,0,-1.55381E-07
The Love Machine,419590,"[18, 53]",5.962884,8/23/16,FALSE,en,3,6,81,0,0,-1.52948E-06
A Coy Decoy,236519,"[16, 35]",1.036685,6/6/41,FALSE,en,1,6,7,0,0,-3.29182E-06
The Last American Virgin,27088,[35],6.915795,6/26/82,FALSE,en,51,6.3,92,0,0,-2.92377E-05
The Goat,51360,[35],2.318699,5/14/21,FALSE,en,27,7.1,27,0,0,3.90479E-06
Fire,513,"[18, 10749]",5.606651,9/6/96,FALSE,en,18,6.1,108,0,501533,-5.90057E-06
Ocean's Twelve,163,"[53, 80]",10.471163,12/9/04,FALSE,en,2302,6.4,125,110000000,362744280,-1.49895E-05
Tokio Jokio,47463,[16],1.113487,1/1/43,FALSE,en,3,3.8,7,0,0,-3.76997E-06
Murder by Numbers,11892,"[80, 18, 53]",6.532055,4/19/02,FALSE,en,293,6,120,50000000,56714147,-2.95511E-05
Sorte Nula,50238,"[9648, 80]",1.143764,12/9/04,FALSE,pt,4,6.3,85,0,0,-1.43718E-05
The Secret Life: Jeffrey Dahmer,47044,[],1.541442,1/1/93,FALSE,en,3,3.8,99,0,0,-1.43243E-05
Big Bad John,225440,[28],1.732953,2/1/90,FALSE,en,0,0,92,0,0,-7.09446E-07
The Kid,10098,"[35, 18]",8.664336,1/21/21,FALSE,en,442,8,68,250000,2500000,-2.6924E-05
Afghan Breakdown,89779,"[10752, 18, 28]",1.090475,1/1/91,FALSE,ru,2,4.5,140,0,0,3.10187E-07
Heaven's Gate,10935,"[28, 18, 36, 37]",5.605033,11/19/80,FALSE,en,62,6.6,219,44000000,3484331,-6.22161E-06
Mr. Baseball,18722,"[35, 10749]",3.27487,10/1/92,FALSE,en,39,5.8,108,0,20000000,-4.72182E-06
Passion's Peak,61064,"[18, 10749]",1.406477,12/12/00,FALSE,en,2,4.5,86,0,0,1.17921E-06
Snakes on a Train,35710,"[27, 28]",2.055084,8/15/06,FALSE,en,20,3.8,91,0,0,-2.901E-05
My Architect,50314,[99],1.328317,11/12/03,FALSE,en,8,7,116,0,0,-8.72787E-06
Lay It Down,168520,[],1.003271,4/2/01,FALSE,en,0,0,50,0,0,-8.69998E-06
Virtual Encounters 2,137239,"[18, 10749, 878]",1.002736,6/8/98,FALSE,en,0,0,83,0,0,-1.03192E-05
The Hireling,80382,"[18, 10749]",1.521332,6/10/73,FALSE,en,7,4.7,108,0,0,8.50098E-06
Where's Jack?,142944,[12],1.196578,4/1/69,FALSE,en,1,8.5,120,0,0,6.15554E-06
Borderline,69492,"[18, 80, 53]",2.044739,11/15/02,FALSE,en,5,5,94,3700000,0,-5.23646E-06
Two Coyotes,136971,[],1.052135,10/16/01,FALSE,en,1,4,83,0,0,-2.23314E-05
Central Airport,99729,[18],1.69784,4/15/33,FALSE,en,4,6.1,72,0,0,8.59992E-06
Rock Star,12508,"[10402, 18, 35]",6.934219,9/4/01,FALSE,en,202,6,105,57000000,16991902,-9.07765E-06
